pl_name,pl_orbper,pl_masse,pl_masseerr1,pl_masseerr2,pl_rade,pl_radeerr1,pl_radeerr2,st_mass,st_rad,st_teff,pl_ttvflag
Kepler-1008 b,12.43931193,,,,1.280,0.070,-0.050,0.81,0.78,5066.00,0
Kepler-1009 b,11.35011917,,,,2.170,0.270,-0.240,0.59,0.57,4027.00,0
Kepler-1010 b,34.26857050,,,,2.320,0.440,-0.180,0.86,0.82,5253.00,0
Kepler-1011 b,5.75322197,,,,2.870,0.290,-0.440,0.91,0.88,5416.00,0
Kepler-1012 b,5.50860439,,,,1.290,0.080,-0.060,0.95,0.91,5556.00,0
Kepler-1013 b,18.93054959,,,,2.150,0.360,-0.200,0.81,0.76,4954.00,0
Kepler-1014 b,16.57110363,,,,2.390,0.210,-0.250,0.88,0.84,5388.00,0
Kepler-1015 b,16.00494214,,,,3.550,1.320,-0.660,1.49,1.81,6769.00,0
Kepler-1016 b,1.95452434,,,,2.180,0.370,-0.280,0.99,1.00,5821.00,0
Kepler-1016 c,105.65513690,,,,3.680,0.650,-0.370,0.99,1.00,5821.00,0
Kepler-1017 b,7.23400469,,,,1.990,0.290,-0.120,0.93,0.87,5473.00,0
Kepler-1018 b,49.10135140,,,,2.580,0.300,-0.190,0.91,0.88,5518.00,0
Kepler-466 b,51.07926307,,,,2.850,0.220,-0.170,1.04,1.05,5927.00,0
Kepler-466 c,3.70921385,,,,1.250,0.100,-0.070,1.04,1.05,5927.00,0
Kepler-467 b,24.99324193,,,,2.250,0.300,-0.080,1.05,1.37,5809.00,0
Kepler-468 b,38.47875707,,,,13.340,0.320,-0.290,0.96,0.87,5498.00,0
Kepler-470 b,24.66919569,,,,14.440,5.830,-2.670,1.40,1.66,6613.00,0
Kepler-471 b,5.01423457,,,,14.960,5.420,-2.960,1.49,1.80,6733.00,0
Kepler-472 b,4.17625551,,,,3.220,0.130,-0.280,0.85,0.78,4996.00,0
Kepler-473 b,14.55731705,,,,4.080,0.790,-0.670,1.06,1.34,5816.00,0
Kepler-474 b,5.66067294,,,,3.060,0.480,-0.370,0.99,1.08,5785.00,0
Kepler-475 b,3.10550819,,,,2.490,0.050,-0.180,0.86,0.79,5009.00,0
Kepler-476 b,14.00640607,,,,3.080,0.510,-0.300,1.03,1.09,5837.00,0
Kepler-477 b,11.11990653,,,,2.070,0.180,-0.120,0.87,0.79,5240.00,0
Kepler-478 b,13.22175760,,,,2.710,0.090,-0.330,0.85,0.80,5210.00,0
Kepler-479 b,12.49341307,,,,2.120,0.090,-0.070,0.86,0.81,5247.00,0
Kepler-480 b,4.91958380,,,,2.780,0.290,-0.210,1.25,1.34,6322.00,0
Kepler-481 b,10.06082567,,,,2.500,0.370,-0.290,1.01,1.09,5802.00,0
Kepler-482 b,56.35418576,,,,2.360,0.370,-0.140,0.75,0.72,4871.00,0
Kepler-483 b,30.22910400,,,,3.210,0.680,-0.430,1.28,1.47,6346.00,0
Kepler-458 c,20.74028413,,,,4.200,0.630,-0.400,0.98,1.03,6065.00,0
Kepler-484 b,10.04556931,,,,2.280,0.070,-0.050,0.96,0.87,5668.00,0
Kepler-485 b,3.24325980,,,,14.410,3.380,-1.630,1.07,1.09,5958.00,0
Kepler-486 b,30.36044667,,,,11.000,0.400,-0.560,0.79,0.75,4926.00,0
Kepler-487 b,15.35876840,,,,11.420,0.690,-0.530,0.91,0.88,5444.00,0
Kepler-487 c,38.65199760,,,,2.680,0.180,-0.490,0.91,0.88,5444.00,0
Kepler-488 b,3.12082923,,,,15.790,3.850,-1.510,1.07,1.09,5970.00,0
Kepler-489 b,17.27629612,,,,7.720,0.170,-0.200,0.82,0.76,5014.00,0
Kepler-490 b,3.26869515,,,,11.650,3.290,-1.380,1.08,1.12,6045.00,0
bet Pic b,7665.00000000,,,,,,,1.76,,,0
Kepler-1019 b,1.41122985,,,,1.460,0.050,-0.160,0.70,0.67,4433.00,0
Kepler-1020 b,96.91514960,,,,2.280,0.080,-0.090,0.87,0.80,5227.00,0
Kepler-1021 b,13.47469571,,,,2.330,0.250,-0.180,0.89,0.86,5431.00,0
Kepler-1022 b,10.99469878,,,,2.360,0.080,-0.280,0.71,0.68,4445.00,0
Kepler-1023 b,62.13877140,,,,2.630,0.300,-0.180,0.93,0.89,5494.00,0
Kepler-1024 b,66.41621330,,,,3.910,0.270,-0.260,0.81,0.78,5143.00,0
Kepler-1025 b,37.32294930,,,,1.980,0.410,-0.220,1.09,1.13,6089.00,0
Kepler-342 e,1.64422461,,,,0.880,0.080,-0.060,1.13,1.47,6175.00,0
Kepler-1026 b,36.51560530,,,,2.210,0.330,-0.150,0.79,0.75,4948.00,0
Kepler-1028 b,2.51462432,,,,1.330,0.150,-0.110,0.90,0.87,5522.00,0
Kepler-1029 b,4.41769648,,,,1.260,0.080,-0.070,0.82,0.77,5030.00,0
Kepler-1030 b,19.32952416,,,,2.480,0.120,-0.180,0.80,0.76,4983.00,0
Kepler-1031 b,1.22621732,,,,0.870,0.210,-0.110,1.09,1.12,6011.00,0
Kepler-1033 b,7.56052806,,,,2.510,0.410,-0.180,0.94,0.92,5547.00,0
Kepler-1034 b,12.12400943,,,,2.260,0.170,-0.140,0.83,0.80,5198.00,0
K2-26 b,14.56650000,,,,2.670,0.460,-0.420,0.56,0.52,3785.00,0
Kepler-1035 b,2.71407755,,,,1.170,0.280,-0.110,0.98,0.97,5763.00,0
Kepler-1037 b,1.06378867,,,,1.280,0.090,-0.070,0.82,0.78,5105.00,0
Kepler-1038 b,148.46033820,,,,3.530,0.520,-0.390,0.87,0.83,5335.00,0
Kepler-1039 b,0.93488424,,,,1.460,0.090,-0.220,0.79,0.74,4870.00,0
Kepler-1041 b,24.75764210,,,,2.940,0.620,-0.530,1.06,1.08,5957.00,0
Kepler-1042 b,10.13202575,,,,2.190,0.110,-0.160,0.75,0.72,4815.00,0
Kepler-1043 b,38.50533980,,,,2.550,0.390,-0.240,0.92,0.90,5629.00,0
HD 100546 b,,,,,77.342,30.264,-32.506,2.40,,10500.00,0
Fomalhaut b,555530.00000000,,,,,,,2.00,,,0
Kepler-1044 b,6.77408868,,,,2.670,0.620,-0.290,1.08,1.11,5985.00,0
Kepler-1046 b,14.37508035,,,,1.710,0.120,-0.110,1.04,1.04,5913.00,0
Kepler-1047 b,56.18868870,,,,2.090,0.260,-0.170,1.08,1.13,5754.00,0
Kepler-1047 c,3.18897601,,,,0.990,0.130,-0.090,1.08,1.13,5754.00,0
Kepler-1048 b,6.92101021,,,,1.610,0.090,-0.080,0.75,0.70,4651.00,0
Kepler-1050 b,15.37875460,,,,1.600,0.480,-0.180,1.09,1.13,6010.00,0
Kepler-1050 c,21.12845690,,,,1.480,0.350,-0.160,1.09,1.13,6010.00,0
Kepler-1051 b,25.96200249,,,,3.400,1.230,-0.670,1.43,1.73,6675.00,0
Kepler-1053 b,2.41435165,,,,0.980,0.050,-0.040,0.74,0.69,4529.00,0
Kepler-1054 b,4.30655689,,,,2.630,1.150,-0.530,1.22,1.34,6209.00,0
Kepler-1055 b,2.29503623,,,,1.230,0.070,-0.060,0.98,0.94,5723.00,0
Kepler-1056 b,27.49560600,,,,3.010,1.330,-0.600,1.12,1.20,6127.00,0
Kepler-1058 b,110.96546000,,,,2.720,0.110,-0.320,0.73,0.69,4644.00,0
Kepler-1059 b,3.76419105,,,,1.730,0.120,-0.150,0.75,0.72,4906.00,0
Kepler-1060 b,46.87793670,,,,2.380,0.450,-0.290,0.99,0.99,5797.00,0
Kepler-1061 b,2.75798267,,,,1.980,0.110,-0.370,1.09,1.07,6067.00,0
Kepler-351 d,142.54424700,,,,2.720,0.190,-0.300,0.89,0.85,5643.00,0
Kepler-1063 b,14.07971466,,,,1.490,0.400,-0.190,1.09,1.14,5945.00,0
Kepler-1064 b,16.54080322,,,,1.550,0.070,-0.050,0.85,0.79,5153.00,0
Kepler-1065 b,3.60930891,,,,3.730,0.640,-0.360,0.94,0.93,5635.00,0
Kepler-1066 b,1.93155984,,,,2.360,0.500,-0.330,0.98,0.98,5762.00,0
Kepler-1067 b,0.76212926,,,,0.800,0.120,-0.060,0.95,0.93,5592.00,0
Kepler-1068 b,16.92344113,,,,3.630,0.890,-0.370,1.01,1.01,5806.00,0
Kepler-1069 b,23.89902960,,,,1.600,0.310,-0.140,0.99,0.98,5722.00,0
Kepler-1070 b,6.22161470,,,,1.730,0.810,-0.250,1.21,1.32,6261.00,0
Kepler-1071 b,6.17998440,,,,2.380,0.070,-0.140,0.86,0.81,5215.00,0
Kepler-1072 b,1.56906650,,,,1.580,0.720,-0.240,1.20,1.32,6199.00,0
KIC 3558849 b,1322.30000000,,,,6.900,1.000,-0.900,0.98,1.01,6175.00,0
KIC 5951458 b,1320.10000000,,,,6.600,26.300,-4.200,0.98,1.52,6258.00,0
KIC 8540376 b,31.80990000,,,,4.100,2.200,-1.900,1.04,1.26,6474.00,0
KIC 8540376 c,75.20000000,,,,2.400,1.900,-1.400,1.04,1.26,6474.00,0
KIC 9663113 b,572.38470000,,,,4.600,0.600,-0.700,0.98,1.03,6065.00,0
KIC 10525077 b,854.08300000,,,,5.500,0.900,-0.800,1.01,1.01,6091.00,0
KIC 5437945 b,440.78130000,,,,6.400,1.600,-1.600,1.07,1.24,6340.00,0
K2-25 b,3.48455200,,,,3.430,0.950,-0.310,0.29,0.29,3180.00,0
Kepler-818 b,10.03538581,,,,5.110,0.790,-0.430,0.94,0.92,5638.00,0
Kepler-819 b,33.19956480,,,,2.760,0.250,-0.170,0.86,0.81,5279.00,0
Kepler-820 b,127.83380980,,,,6.090,2.680,-0.890,1.23,1.36,6260.00,0
Kepler-821 b,1.92279873,,,,1.310,0.100,-0.080,0.84,0.80,5191.00,0
Kepler-822 b,3.22296927,,,,1.770,0.410,-0.210,1.06,1.08,5928.00,0
Kepler-1073 b,8.67888593,,,,2.300,0.490,-0.250,1.00,1.00,5792.00,0
Kepler-1073 c,4.02582254,,,,1.640,0.340,-0.180,1.00,1.00,5792.00,0
Kepler-1074 b,5.94566534,,,,1.250,0.240,-0.090,0.60,0.57,4002.00,0
Kepler-1075 b,1.52372816,,,,1.420,0.160,-0.330,0.56,0.54,3959.00,0
Kepler-1076 b,6.14727918,,,,0.800,0.040,-0.030,0.79,0.74,4868.00,0
Kepler-1077 b,34.35118740,,,,2.770,0.700,-0.330,1.02,1.02,5816.00,0
Kepler-1078 b,3.00725242,,,,1.900,0.300,-0.330,0.94,0.92,5612.00,0
Kepler-1079 b,13.24503188,,,,1.630,0.330,-0.280,1.08,1.36,5758.00,0
Kepler-1080 b,77.25483960,,,,3.280,1.130,-0.500,1.10,1.16,5956.00,0
Kepler-1081 b,3.85691855,,,,1.010,0.100,-0.070,0.88,0.84,5345.00,0
Kepler-1082 b,1.54320660,,,,1.120,0.180,-0.130,1.03,1.14,5923.00,0
Kepler-1083 b,33.41779930,,,,3.360,0.160,-0.630,0.81,0.77,5049.00,0
Kepler-1084 b,2.05333679,,,,1.110,0.230,-0.150,1.12,1.28,6113.00,0
Kepler-1085 b,219.32175280,,,,7.220,1.770,-0.740,1.11,1.14,6000.00,0
Kepler-1086 b,18.78425728,,,,2.440,0.350,-0.280,0.70,0.66,4350.00,0
Kepler-1086 c,161.51633450,,,,2.940,0.110,-0.130,0.70,0.66,4350.00,0
Kepler-1087 b,0.69384285,,,,0.610,0.170,-0.050,0.96,0.94,5589.00,0
Kepler-1088 b,23.12748644,,,,1.420,0.110,-0.100,1.08,1.08,5975.00,0
Kepler-1089 b,5.13248562,,,,1.830,0.100,-0.340,0.52,0.49,3753.00,0
Kepler-1090 b,198.68017900,,,,2.250,0.210,-0.170,0.86,0.82,5321.00,0
Kepler-1092 b,58.60179250,,,,2.070,0.370,-0.240,0.99,1.00,5862.00,0
Kepler-1093 b,25.08246260,,,,1.950,0.620,-0.250,1.13,1.20,6166.00,0
Kepler-1093 c,89.72229200,,,,1.960,0.720,-0.270,1.13,1.20,6166.00,0
Kepler-1094 b,78.10002310,,,,3.180,1.200,-0.460,1.14,1.21,6112.00,0
Kepler-1096 b,2.89221751,,,,1.240,0.370,-0.080,0.66,0.63,4306.00,0
Kepler-1097 b,187.74702900,,,,3.260,0.260,-0.260,0.82,0.79,5211.00,0
Kepler-1098 b,2.54307286,,,,1.300,0.240,-0.140,0.99,0.99,5794.00,0
Kepler-823 b,4.16809082,,,,1.570,0.310,-0.140,0.98,0.96,5643.00,0
Kepler-824 b,4.51436633,,,,1.870,0.710,-0.230,1.15,1.22,6035.00,0
Kepler-825 b,3.77360059,,,,1.530,0.390,-0.220,1.03,1.08,5976.00,0
Kepler-825 c,8.18182460,,,,1.840,0.400,-0.240,1.03,1.08,5976.00,0
Kepler-826 b,4.48758907,,,,1.250,0.200,-0.140,1.05,1.15,6079.00,0
Kepler-827 b,51.92927591,,,,5.630,0.700,-0.460,0.93,0.91,5602.00,0
Kepler-828 b,0.56785714,,,,1.510,0.080,-0.110,0.81,0.77,5039.00,0
Kepler-829 b,6.88337562,,,,2.110,0.440,-0.180,0.98,0.97,5698.00,0
Kepler-830 b,11.29695137,,,,1.700,0.610,-0.250,1.07,1.11,6037.00,0
Kepler-831 b,5.62153941,,,,1.270,0.100,-0.070,0.99,0.97,5732.00,0
Kepler-832 b,7.13969410,,,,2.060,0.320,-0.170,0.92,0.90,5596.00,0
Kepler-833 b,18.75469980,,,,2.020,0.120,-0.090,0.64,0.62,4339.00,0
Kepler-834 b,13.32388301,,,,2.020,0.100,-0.100,0.70,0.66,4554.00,0
Kepler-835 b,11.41909375,,,,2.790,0.540,-0.290,1.08,1.11,5954.00,0
Kepler-836 b,11.36112327,,,,2.730,0.640,-0.320,1.03,1.04,5895.00,0
Kepler-837 b,16.56059504,,,,2.560,0.220,-0.430,0.85,0.81,5403.00,0
Kepler-838 b,15.74957994,,,,2.730,0.510,-0.250,0.98,0.96,5770.00,0
Kepler-839 b,37.81445140,,,,2.570,0.410,-0.250,1.22,1.31,6058.00,0
Kepler-840 b,2.49577962,,,,17.070,3.880,-1.880,1.04,1.06,5920.00,0
Kepler-841 b,124.41983980,,,,5.230,0.410,-0.360,0.85,0.81,5324.00,0
Kepler-842 b,1.21956827,,,,1.600,0.080,-0.090,0.78,0.73,4848.00,0
Kepler-843 b,2.05387982,,,,2.590,0.610,-0.250,1.02,1.03,5830.00,0
Kepler-844 b,2.61302086,,,,1.680,0.070,-0.240,0.59,0.57,4128.00,0
Kepler-845 b,0.92785982,,,,2.040,0.090,-0.290,0.79,0.75,4913.00,0
Kepler-846 b,19.80792185,,,,2.480,0.320,-0.180,0.94,0.91,5579.00,0
Kepler-847 b,2.34323190,,,,1.180,0.090,-0.050,0.83,0.77,4940.00,0
Kepler-848 b,6.91134416,,,,1.700,0.310,-0.250,1.01,1.20,5695.00,0
Kepler-1100 b,6.42200058,,,,1.750,0.820,-0.290,1.21,1.34,6247.00,0
Kepler-1101 b,81.31510590,,,,2.470,0.370,-0.210,0.94,0.91,5614.00,0
Kepler-1102 b,51.32856230,,,,2.660,0.530,-0.230,0.96,0.94,5724.00,0
Kepler-1103 b,19.79191978,,,,2.270,0.610,-0.270,1.11,1.15,6092.00,0
Kepler-1104 b,5.03728015,,,,1.230,0.140,-0.100,1.30,1.41,6417.00,0
Kepler-1105 b,4.42157218,,,,2.010,0.060,-0.250,0.71,0.68,4299.00,0
Kepler-1106 b,1.25275217,,,,1.650,0.490,-0.230,1.11,1.17,6104.00,0
Kepler-1107 b,0.57103852,,,,1.340,0.100,-0.080,0.86,0.82,5268.00,0
Kepler-1108 b,4.51005748,,,,1.460,0.140,-0.110,0.88,0.84,5406.00,0
Kepler-1109 b,37.64673840,,,,2.190,0.440,-0.230,1.05,1.06,5893.00,0
Kepler-1110 b,9.69312032,,,,2.660,0.380,-0.260,0.73,0.70,4781.00,0
Kepler-214 b,15.66054400,,,,2.610,0.490,-0.490,,1.35,6169.00,0
Kepler-214 c,28.77980000,,,,2.130,0.400,-0.400,,1.35,6169.00,0
Kepler-215 b,9.36067200,,,,1.620,0.400,-0.400,0.77,1.03,5739.00,0
Kepler-215 c,14.66710800,,,,1.770,0.420,-0.420,0.77,1.03,5739.00,0
Kepler-215 d,30.86442300,,,,2.390,0.550,-0.550,0.77,1.03,5739.00,1
Kepler-215 e,68.16101000,,,,1.750,0.410,-0.410,0.77,1.03,5739.00,0
Kepler-216 b,7.69364100,,,,2.350,0.460,-0.460,,1.26,6091.00,0
Kepler-216 c,17.40666900,,,,3.040,0.590,-0.590,,1.26,6091.00,0
Kepler-217 b,5.37494300,,,,2.230,0.320,-0.320,,1.80,6171.00,0
Kepler-217 c,8.58600400,,,,1.850,0.270,-0.270,,1.80,6171.00,0
Kepler-218 b,3.61933700,,,,1.480,0.120,-0.120,,1.06,5502.00,0
Kepler-218 c,44.69957600,,,,3.140,0.260,-0.260,,1.06,5502.00,0
Kepler-219 b,4.58551200,,,,2.950,0.490,-0.490,,1.49,5786.00,0
Kepler-219 c,22.71461300,,,,3.580,0.600,-0.600,,1.49,5786.00,0
Kepler-219 d,47.90364500,,,,2.810,0.480,-0.480,,1.49,5786.00,0
HAT-P-32 b,2.15000805,,,,20.053,0.280,-0.280,,1.22,6269.00,0
Kepler-115 b,2.40367900,,,,1.090,0.210,-0.210,1.00,1.21,5979.00,0
Kepler-115 c,8.99088900,,,,2.600,0.500,-0.500,1.00,1.21,5979.00,0
Kepler-116 b,5.96873400,,,,3.420,0.650,-0.650,1.16,1.45,6142.00,0
Kepler-118 b,7.51849600,,,,1.960,0.940,-0.940,0.86,1.09,5274.00,0
Kepler-118 c,20.17202000,,,,7.680,3.430,-3.430,0.86,1.09,5274.00,0
Kepler-119 c,4.12510300,,,,0.920,0.350,-0.350,,0.84,5595.00,0
Kepler-120 b,6.31250100,,,,2.150,0.170,-0.170,,0.53,4096.00,0
Kepler-120 c,12.79458500,,,,1.530,0.090,-0.090,,0.53,4096.00,0
Kepler-121 c,41.00801100,,,,2.270,1.250,-1.250,,0.70,5311.00,0
Kepler-122 b,5.76619300,,,,2.340,0.460,-0.460,0.99,1.22,6050.00,0
Kepler-122 c,12.46598800,,,,5.870,1.160,-1.160,0.99,1.22,6050.00,0
Kepler-122 e,37.99327300,,,,2.600,0.540,-0.540,0.99,1.22,6050.00,1
Kepler-123 b,17.23236600,,,,2.940,0.570,-0.570,1.03,1.26,6089.00,0
Kepler-123 c,26.69507400,,,,1.480,0.300,-0.300,1.03,1.26,6089.00,0
Kepler-124 c,13.82137500,,,,1.750,0.090,-0.090,,0.64,4984.00,0
Kepler-124 d,30.95085100,,,,1.110,0.070,-0.070,,0.64,4984.00,0
Kepler-849 b,394.62449040,,,,7.140,1.490,-1.370,1.23,1.64,6059.00,0
Kepler-850 b,7.19303878,,,,1.780,0.470,-0.210,1.06,1.09,5932.00,0
Kepler-851 b,8.50699658,,,,1.680,0.270,-0.210,0.89,0.85,5455.00,0
Kepler-852 b,44.93098040,,,,2.540,0.450,-0.170,1.19,1.16,6100.00,0
Kepler-853 b,7.16892463,,,,1.690,0.480,-0.280,1.30,1.55,6350.00,0
Kepler-854 b,2.14463285,,,,16.720,6.770,-2.290,1.17,1.27,6179.00,0
Kepler-856 b,8.02768059,,,,9.300,1.250,-0.600,0.96,0.93,5535.00,0
Kepler-857 b,85.35129427,,,,6.800,1.700,-0.680,0.99,0.99,5773.00,0
Kepler-858 b,76.13602028,,,,4.870,0.230,-0.200,0.96,0.91,5653.00,0
Kepler-859 b,20.38177573,,,,3.090,0.180,-0.150,0.81,0.77,5020.00,0
Kepler-861 b,3.94963138,,,,2.280,0.120,-0.130,0.82,0.78,5047.00,0
Kepler-862 b,3.14866453,,,,2.210,0.440,-0.170,0.88,0.84,5333.00,0
Kepler-863 b,15.59461874,,,,2.900,0.680,-0.320,0.96,0.95,5678.00,0
Kepler-864 b,5.83376092,,,,2.400,0.630,-0.220,1.00,1.00,5754.00,0
Kepler-866 b,2.61703254,,,,1.630,0.080,-0.120,0.75,0.71,4751.00,0
Kepler-867 b,150.24212700,,,,4.640,0.410,-0.300,0.92,0.91,5541.00,0
Kepler-868 b,5.03251791,,,,2.050,0.200,-0.170,0.93,0.89,5614.00,0
Kepler-870 b,21.35876210,,,,2.780,0.510,-0.290,1.01,1.02,5857.00,0
Kepler-871 b,22.04590180,,,,3.740,1.080,-0.550,1.11,1.14,5993.00,0
Kepler-872 b,2.57885507,,,,1.990,0.500,-0.230,1.05,1.08,5902.00,0
Kepler-873 b,20.55338440,,,,3.750,1.640,-0.550,1.18,1.27,6163.00,0
Kepler-875 b,27.50737990,,,,2.900,1.020,-0.450,1.06,1.11,5958.00,0
Kepler-876 b,5.14438011,,,,1.430,0.100,-0.090,0.81,0.77,5060.00,0
Kepler-877 b,18.45847097,,,,2.120,0.140,-0.270,0.85,0.81,5261.00,0
Kepler-878 b,25.94220330,,,,1.930,0.120,-0.100,0.81,0.77,5044.00,0
Kepler-880 b,7.71468975,,,,2.660,1.050,-0.440,1.46,1.74,6761.00,0
Kepler-881 b,4.44448017,,,,1.780,0.430,-0.320,1.06,1.09,5961.00,0
Kepler-220 b,4.15980700,,,,0.810,0.050,-0.050,,0.67,4632.00,0
Kepler-220 c,9.03419900,,,,1.570,0.090,-0.090,,0.67,4632.00,0
Kepler-220 d,28.12239700,,,,0.980,0.060,-0.060,,0.67,4632.00,0
Kepler-220 e,45.90273300,,,,1.330,0.120,-0.120,,0.67,4632.00,0
Kepler-221 c,5.69058600,,,,2.930,0.270,-0.270,0.72,0.82,5243.00,0
Kepler-221 d,10.04156000,,,,2.730,0.250,-0.250,0.72,0.82,5243.00,0
Kepler-221 e,18.36991700,,,,2.630,0.250,-0.250,0.72,0.82,5243.00,1
Kepler-222 b,3.93698100,,,,3.160,1.400,-1.400,,0.87,5433.00,0
Kepler-222 d,28.08191200,,,,3.690,1.630,-1.630,,0.87,5433.00,0
Kepler-224 b,3.13292400,,,,1.390,0.090,-0.090,0.74,0.68,5018.00,0
Kepler-224 c,5.92500300,,,,3.120,0.260,-0.260,0.74,0.68,5018.00,0
Kepler-224 e,18.64357700,,,,1.970,0.150,-0.150,0.74,0.68,5018.00,0
Kepler-225 b,6.73897500,,,,1.200,0.070,-0.070,,0.48,3682.00,0
Kepler-225 c,18.79423400,,,,1.840,0.100,-0.100,,0.48,3682.00,0
Kepler-226 b,3.94099700,,,,1.550,0.620,-0.620,0.86,0.80,5571.00,0
Kepler-226 d,8.10904400,,,,1.220,0.490,-0.490,0.86,0.80,5571.00,0
Kepler-227 b,9.48801500,,,,3.110,1.570,-1.570,,1.09,5854.00,0
Kepler-227 c,54.41869400,,,,3.040,1.530,-1.530,,1.09,5854.00,0
Kepler-228 c,4.13444400,,,,2.700,1.240,-1.240,,1.01,6043.00,0
Kepler-228 d,11.09428600,,,,4.040,1.850,-1.850,,1.01,6043.00,0
Kepler-229 b,6.25297200,,,,2.200,0.780,-0.780,,0.73,5120.00,0
Kepler-229 d,41.19491200,,,,3.850,1.380,-1.380,,0.73,5120.00,1
Kepler-125 b,4.16438900,,,,2.370,0.100,-0.100,0.55,0.51,3810.00,0
Kepler-126 b,10.49571100,,,,1.520,0.100,-0.100,,1.36,6239.00,1
Kepler-126 c,21.86974100,,,,1.580,0.130,-0.130,,1.36,6239.00,1
Kepler-126 d,100.28313400,,,,2.500,0.050,-0.050,,1.36,6239.00,1
Kepler-127 c,29.39319500,,,,2.660,0.140,-0.140,,1.36,6106.00,1
Kepler-127 d,48.63040800,,,,2.640,0.140,-0.140,,1.36,6106.00,0
Kepler-129 b,15.79186000,,,,2.370,0.210,-0.210,1.18,1.64,5770.00,0
Kepler-129 c,82.20017000,,,,2.550,0.100,-0.100,1.18,1.64,5770.00,0
Kepler-130 b,8.45745800,,,,1.020,0.040,-0.040,1.00,1.13,5884.00,1
Kepler-130 d,87.51790500,,,,1.640,0.160,-0.160,1.00,1.13,5884.00,0
Kepler-132 b,6.17819600,,,,1.210,0.240,-0.240,,1.18,6003.00,0
Kepler-132 d,18.01019900,,,,1.550,0.300,-0.300,,1.18,6003.00,0
Kepler-133 b,8.12997600,,,,1.760,0.300,-0.300,,1.43,5736.00,0
Kepler-133 c,31.51758600,,,,2.840,0.480,-0.480,,1.43,5736.00,0
Kepler-134 b,5.31742900,,,,2.000,0.390,-0.390,,1.18,5983.00,0
Kepler-135 b,6.00253000,,,,1.810,0.350,-0.350,,1.27,6090.00,0
Kepler-135 c,11.44870800,,,,1.160,0.230,-0.230,,1.27,6090.00,0
Kepler-136 b,11.57890000,,,,2.050,0.380,-0.380,1.20,1.35,6165.00,1
Kepler-137 b,8.43638700,,,,1.470,0.110,-0.110,,0.80,5187.00,0
Kepler-137 c,18.73575300,,,,1.880,0.140,-0.140,,0.80,5187.00,0
Kepler-139 b,15.77104400,,,,2.940,0.570,-0.570,1.08,1.30,5594.00,0
Kepler-139 c,157.07287800,,,,3.380,0.690,-0.690,1.08,1.30,5594.00,1
Kepler-882 b,3.98953967,,,,1.230,0.150,-0.090,0.90,0.87,5476.00,0
Kepler-884 b,5.69919514,,,,1.230,0.050,-0.050,1.00,0.94,5715.00,0
Kepler-885 b,18.11472949,,,,2.500,0.400,-0.390,1.21,1.35,6187.00,0
Kepler-886 b,6.24146367,,,,1.520,0.420,-0.190,1.10,1.16,6098.00,0
Kepler-887 b,20.42228798,,,,1.840,0.270,-0.170,1.19,1.29,6194.00,0
Kepler-887 c,7.63846023,,,,1.130,0.170,-0.110,1.19,1.29,6194.00,0
Kepler-888 b,70.69790610,,,,1.760,0.080,-0.060,0.97,0.90,5875.00,0
Kepler-889 b,3.74443900,,,,1.090,0.190,-0.130,1.14,1.25,5961.00,0
Kepler-890 b,52.75875577,,,,8.890,2.860,-1.060,1.09,1.13,5954.00,0
Kepler-304 e,1.49914695,,,,1.200,0.060,-0.030,0.80,0.69,4731.00,0
Kepler-891 b,53.44945593,,,,6.410,1.460,-0.600,1.06,1.07,5887.00,0
Kepler-892 b,13.75210720,,,,2.810,0.370,-0.270,0.75,0.72,4747.00,0
Kepler-893 b,6.33855761,,,,3.030,0.520,-0.370,1.00,0.99,5820.00,0
Kepler-894 b,9.80322400,,,,2.780,0.300,-0.340,0.87,0.85,5603.00,0
Kepler-895 b,2.80624233,,,,1.540,0.090,-0.070,0.65,0.61,4315.00,0
Kepler-896 b,144.54739600,,,,2.530,0.180,-0.190,0.84,0.81,5262.00,0
Kepler-230 b,32.62555500,,,,4.260,2.170,-2.170,,0.82,5588.00,1
Kepler-230 c,91.77324200,,,,2.040,1.040,-1.040,,0.82,5588.00,0
Kepler-231 c,19.27156600,,,,1.930,0.190,-0.190,0.58,0.49,3767.00,1
Kepler-232 b,4.43122200,,,,3.080,1.470,-1.470,,0.97,5847.00,0
Kepler-232 c,11.37934900,,,,3.830,1.860,-1.860,,0.97,5847.00,0
Kepler-233 b,8.47238200,,,,2.430,0.660,-0.660,,0.76,5360.00,0
Kepler-234 b,2.71150600,,,,3.700,1.660,-1.660,,1.11,6224.00,0
Kepler-234 c,7.21205000,,,,3.510,1.560,-1.560,,1.11,6224.00,0
Kepler-235 b,3.34022200,,,,2.230,0.100,-0.100,0.59,0.55,4255.00,0
Kepler-235 d,20.06054800,,,,2.050,0.100,-0.100,0.59,0.55,4255.00,0
Kepler-235 e,46.18366900,,,,2.220,0.290,-0.290,0.59,0.55,4255.00,0
Kepler-236 b,8.29561100,,,,1.570,0.120,-0.120,0.56,0.51,3750.00,0
Kepler-237 b,4.71510600,,,,1.410,0.750,-0.750,0.70,0.72,4861.00,0
K2-4 b,10.00329000,,,,2.370,0.400,-0.400,0.63,0.60,4197.00,0
K2-5 b,5.73594000,,,,1.910,0.440,-0.440,0.61,0.57,3930.00,0
