pl_name,pl_orbper,pl_masse,pl_masseerr1,pl_masseerr2,pl_rade,pl_radeerr1,pl_radeerr2,st_mass,st_rad,st_teff,pl_ttvflag
Kepler-157 d,7.02573474,,,,1.460,0.160,-0.100,,1.04,5774.00,0
Kepler-556 b,11.72292176,,,,2.240,0.200,-0.120,1.00,0.98,5740.00,0
Kepler-557 b,3.70598955,,,,2.670,0.800,-0.380,1.11,1.16,6068.00,0
Kepler-558 b,29.00790538,,,,2.370,0.170,-0.140,0.85,0.81,5242.00,0
Kepler-560 b,18.47764449,,,,1.720,0.090,-0.090,0.34,0.33,3556.00,0
Kepler-561 b,58.36204950,,,,6.960,1.210,-0.610,0.96,0.94,5646.00,0
Kepler-561 c,5.35016198,,,,2.680,0.430,-0.250,0.96,0.94,5646.00,0
Kepler-562 b,18.00931444,,,,5.210,0.640,-0.400,0.93,0.90,5575.00,0
Kepler-564 b,3.75083228,,,,4.630,0.660,-0.360,0.95,0.92,5626.00,0
Kepler-565 b,4.24374723,,,,3.640,0.510,-0.270,0.98,0.95,5735.00,0
Kepler-566 b,18.42794624,,,,2.150,0.130,-0.130,0.83,0.79,5132.00,0
Kepler-567 b,16.54297375,,,,2.250,0.150,-0.120,0.84,0.79,5148.00,0
Kepler-569 b,34.18890521,,,,3.160,0.220,-0.170,0.95,0.93,5616.00,0
Kepler-570 b,4.30166200,,,,2.450,0.340,-0.150,0.93,0.90,5496.00,0
Kepler-206 d,23.44281000,,,,1.190,0.240,-0.240,0.94,1.19,5764.00,0
Kepler-207 b,1.61186500,,,,1.570,0.300,-0.300,,1.59,5920.00,0
Kepler-207 d,5.86807500,,,,3.310,0.630,-0.630,,1.59,5920.00,0
Kepler-208 b,4.22864000,,,,1.630,0.300,-0.300,1.03,1.31,6092.00,0
Kepler-208 c,7.46662300,,,,1.390,0.260,-0.260,1.03,1.31,6092.00,0
Kepler-208 e,16.25945800,,,,1.480,0.280,-0.280,1.03,1.31,6092.00,0
Kepler-209 b,16.08784500,,,,2.260,0.340,-0.340,,0.94,5513.00,0
Kepler-209 c,41.74988200,,,,3.100,0.510,-0.510,,0.94,5513.00,1
Kepler-210 b,2.45323400,,,,2.940,0.210,-0.210,,0.65,4559.00,0
Kepler-211 b,4.13857500,,,,1.260,0.090,-0.090,0.97,0.82,5123.00,0
Kepler-211 c,6.04045000,,,,1.290,0.090,-0.090,0.97,0.82,5123.00,0
Kepler-212 b,16.25758200,,,,1.090,0.210,-0.210,1.16,1.46,5852.00,0
Kepler-213 b,2.46236000,,,,1.620,0.310,-0.310,0.94,1.20,5696.00,0
Kepler-213 c,4.82296200,,,,2.340,0.450,-0.450,0.94,1.20,5696.00,0
Kepler-46 d,6.76658900,,,,1.640,0.920,-0.920,0.90,0.79,5309.00,1
Kepler-49 d,2.57654900,,,,1.600,0.070,-0.070,0.55,0.56,4252.00,1
Kepler-49 e,18.59610800,,,,1.560,0.080,-0.080,0.55,0.56,4252.00,1
Kepler-50 b,7.81254000,,,,1.710,0.050,-0.100,1.24,1.58,6225.00,1
Kepler-52 d,36.44517100,,,,1.950,0.210,-0.210,0.54,0.56,4263.00,0
Kepler-53 d,9.75196200,,,,2.120,1.050,-1.050,0.98,0.89,5858.00,0
Kepler-54 d,20.99569400,,,,1.530,0.080,-0.080,0.51,0.55,4252.00,1
Kepler-55 d,2.21109900,,,,1.590,0.090,-0.090,0.62,0.62,4503.00,1
Kepler-55 e,4.61753400,,,,1.550,0.230,-0.230,0.62,0.62,4503.00,1
Kepler-1352 b,1.87788275,,,,0.890,0.250,-0.110,1.11,1.16,6118.00,0
Kepler-1353 b,24.75439660,,,,1.800,0.370,-0.130,0.76,0.72,4776.00,0
Kepler-1354 b,76.61337700,,,,2.970,1.220,-0.500,1.16,1.24,6168.00,0
Kepler-1355 b,1.28958811,,,,1.460,0.120,-0.100,0.88,0.83,5352.00,0
Kepler-1356 b,0.63400294,,,,1.530,0.110,-0.100,0.82,0.78,5106.00,0
Kepler-1357 b,3.00913240,,,,1.280,0.200,-0.110,0.93,0.90,5597.00,0
Kepler-1358 b,7.06317341,,,,1.120,0.070,-0.100,0.82,0.79,5181.00,0
Kepler-1359 b,59.49709520,,,,2.830,0.450,-0.320,0.78,0.72,4709.00,0
Kepler-1360 b,40.52864130,,,,3.400,1.170,-0.760,1.51,1.83,6778.00,0
Kepler-1361 b,3.57554956,,,,0.860,0.120,-0.120,0.83,0.79,5131.00,0
Kepler-1362 b,136.20562600,,,,2.600,0.120,-0.190,0.80,0.74,4857.00,0
Kepler-1363 b,2.94194094,,,,1.250,0.090,-0.080,0.76,0.72,4839.00,0
Kepler-1364 b,13.32196237,,,,2.150,0.800,-0.390,1.49,1.79,6805.00,0
Kepler-1365 b,7.69993485,,,,0.920,0.140,-0.100,1.00,1.05,5770.00,0
Kepler-1365 c,4.77468005,,,,0.800,0.120,-0.080,1.00,1.05,5770.00,0
Kepler-1366 b,2.16457097,,,,1.430,0.100,-0.100,0.62,0.60,4070.00,0
Kepler-1367 b,1.57409027,,,,0.920,0.070,-0.080,0.62,0.60,4106.00,0
Kepler-1368 b,0.67564949,,,,1.650,0.350,-0.170,1.07,1.08,5906.00,0
Kepler-1369 b,25.87314800,,,,2.690,0.420,-0.250,0.99,0.99,5761.00,0
Kepler-1370 b,20.26416840,,,,1.840,0.660,-0.260,1.19,1.29,6202.00,0
Kepler-1370 c,7.44142113,,,,1.270,0.560,-0.180,1.19,1.29,6202.00,0
Kepler-1371 b,3.44620390,,,,0.730,0.080,-0.050,0.87,0.83,5361.00,0
Kepler-1371 c,2.00541269,,,,0.640,0.070,-0.050,0.87,0.83,5361.00,0
Kepler-1372 b,1.31155557,,,,1.270,0.440,-0.130,0.98,0.97,5677.00,0
Kepler-1373 b,1.29123275,,,,1.160,0.540,-0.190,1.22,1.33,6299.00,0
Kepler-1374 b,10.65276707,,,,2.290,0.200,-0.180,0.85,0.81,5323.00,0
Kepler-1375 b,3.30041920,,,,1.740,0.680,-0.340,1.47,1.78,6704.00,0
Kepler-1218 b,22.92212660,,,,1.440,0.150,-0.140,1.06,1.10,5986.00,0
Kepler-1219 b,16.10467749,,,,2.120,0.560,-0.450,1.25,1.94,5944.00,0
Kepler-1220 b,7.42693741,,,,1.520,0.330,-0.190,1.00,0.99,5842.00,0
Kepler-1221 b,12.00096042,,,,1.880,0.300,-0.160,0.87,0.82,5194.00,0
Kepler-1222 b,1.91694425,,,,0.790,0.060,-0.060,0.84,0.80,5239.00,0
Kepler-1223 b,16.30125900,,,,1.220,0.060,-0.080,0.80,0.75,4870.00,0
Kepler-1225 b,7.01075434,,,,1.820,0.610,-0.240,1.13,1.19,6140.00,0
Kepler-1226 b,17.29234530,,,,1.450,0.260,-0.150,1.02,1.02,5923.00,0
Kepler-1227 b,94.28875770,,,,2.290,0.520,-0.230,0.97,0.95,5747.00,0
Kepler-1228 b,0.57736958,,,,1.540,0.110,-0.140,0.78,0.74,5063.00,0
Kepler-1230 b,9.95661537,,,,2.710,0.490,-0.290,1.06,1.08,5961.00,0
Kepler-1231 b,10.41725184,,,,1.420,0.300,-0.120,1.01,1.00,5778.00,0
Kepler-1232 b,26.78391830,,,,1.930,0.240,-0.160,0.92,0.89,5471.00,0
Kepler-1233 b,45.12630420,,,,2.600,1.080,-0.390,1.16,1.25,6198.00,0
Kepler-1235 b,4.16055856,,,,0.790,0.120,-0.060,0.93,0.90,5541.00,0
Kepler-1236 b,31.05716180,,,,2.140,0.180,-0.220,0.86,0.82,5337.00,0
Kepler-1237 b,84.57332260,,,,2.860,0.390,-0.210,0.94,0.90,5472.00,0
Kepler-1239 b,5.19104016,,,,2.900,0.370,-0.310,1.40,1.57,6564.00,0
Kepler-1240 b,4.86638150,,,,1.150,0.200,-0.100,0.98,0.96,5682.00,0
Kepler-1241 b,18.55257010,,,,2.630,0.210,-0.230,0.84,0.80,5261.00,0
Kepler-1242 b,13.62798432,,,,2.260,0.130,-0.130,0.77,0.74,4895.00,0
Kepler-1244 b,3.70428172,,,,1.350,0.630,-0.250,1.46,1.77,6680.00,0
Kepler-1245 b,4.35409304,,,,1.440,0.120,-0.100,0.86,0.83,5306.00,0
Kepler-1245 c,2.93658468,,,,1.440,0.130,-0.080,0.86,0.83,5306.00,0
Kepler-1246 b,11.32271513,,,,1.360,0.200,-0.220,0.73,0.69,4611.00,0
Kepler-1248 b,7.46725407,,,,1.180,0.200,-0.110,1.21,1.21,6149.00,0
Kepler-1249 b,24.33471270,,,,2.380,0.970,-0.380,1.19,1.28,6202.00,0
Kepler-58 d,40.10137100,,,,2.940,1.400,-1.400,0.95,1.13,6099.00,0
Kepler-65 b,2.15491000,,,,1.420,0.030,-0.030,1.25,1.41,6211.00,0
Kepler-65 d,8.13123000,,,,1.520,0.040,-0.040,1.25,1.41,6211.00,1
Kepler-67 b,15.72590000,,,,2.940,0.160,-0.160,0.86,0.78,5331.00,0
Kepler-69 b,13.72234100,,,,2.240,0.440,-0.290,0.81,0.93,5638.00,0
Kepler-69 c,242.46130000,,,,1.710,0.340,-0.230,0.81,0.93,5638.00,0
KOI-217 b,3.90512000,,,,12.442,0.224,-0.224,0.95,0.86,5545.00,1
Kepler-1376 b,5.30880656,,,,1.050,0.210,-0.090,0.98,0.97,5659.00,0
Kepler-1377 b,0.74092842,,,,1.250,0.090,-0.080,0.86,0.82,5218.00,0
Kepler-1378 b,11.95398936,,,,2.200,0.710,-0.140,0.70,0.67,4407.00,0
Kepler-1379 b,0.88184115,,,,1.300,0.120,-0.090,0.83,0.79,5188.00,0
Kepler-1380 b,10.31082450,,,,1.430,0.260,-0.110,0.96,0.94,5570.00,0
Kepler-1381 b,25.38426860,,,,2.250,0.290,-0.190,0.96,0.94,5747.00,0
Kepler-1382 b,16.35830550,,,,1.880,0.390,-0.340,1.36,1.72,6161.00,0
Kepler-1383 b,13.90935830,,,,1.410,0.630,-0.290,1.26,1.44,6370.00,0
Kepler-1384 b,15.36262753,,,,1.940,0.430,-0.200,0.78,0.74,4919.00,0
Kepler-1386 b,6.73972381,,,,1.240,0.380,-0.130,1.02,1.03,5733.00,0
Kepler-1387 b,2.27952666,,,,0.930,0.050,-0.090,0.82,0.77,5046.00,0
Kepler-1388 b,12.28546030,,,,2.590,0.130,-0.140,0.63,0.61,4098.00,0
Kepler-1388 c,5.53608151,,,,2.260,0.140,-0.110,0.63,0.61,4098.00,0
Kepler-1388 e,37.63270840,,,,2.460,0.140,-0.150,0.63,0.61,4098.00,0
Kepler-1389 b,99.25309510,,,,1.770,0.050,-0.140,0.81,0.74,5078.00,0
Kepler-1390 b,6.48021673,,,,1.180,0.250,-0.130,0.98,0.98,5753.00,0
Kepler-1391 b,54.40923330,,,,1.680,0.260,-0.180,1.03,1.10,5840.00,0
Kepler-1393 b,2.44357812,,,,0.800,0.040,-0.080,0.95,0.92,5697.00,0
Kepler-1394 b,3.93766373,,,,1.390,0.200,-0.220,1.64,2.55,6481.00,0
Kepler-1395 b,3.78470649,,,,0.800,0.090,-0.060,1.17,1.23,6138.00,0
Kepler-1397 b,47.44995500,,,,1.720,0.190,-0.140,1.09,1.12,6026.00,0
Kepler-1398 b,2.78815679,,,,0.900,0.280,-0.120,1.13,1.18,6126.00,0
Kepler-1398 c,4.13827595,,,,1.030,0.370,-0.150,1.13,1.18,6126.00,0
Kepler-1399 b,1.63865306,,,,1.250,0.220,-0.110,0.97,0.96,5735.00,0
Kepler-1401 b,11.20066445,,,,1.680,0.370,-0.180,1.07,1.10,5964.00,0
Kepler-1402 b,2.03387914,,,,0.760,0.080,-0.070,0.90,0.87,5416.00,0
Kepler-1403 b,5.19492202,,,,2.140,0.540,-0.260,1.11,1.15,6060.00,0
Kepler-1404 b,15.93147390,,,,2.010,0.140,-0.210,0.84,0.80,5261.00,0
Kepler-226 c,5.34955500,,,,2.270,0.900,-0.900,0.86,0.80,5571.00,0
Kepler-228 b,2.56654600,,,,1.530,0.710,-0.710,,1.01,6043.00,0
Kepler-229 c,16.06863800,,,,4.920,1.740,-1.740,,0.73,5120.00,0
Kepler-231 b,10.06527500,,,,1.730,0.120,-0.120,0.58,0.49,3767.00,0
Kepler-233 c,60.41895500,,,,2.710,0.780,-0.780,,0.76,5360.00,0
Kepler-235 c,7.82490400,,,,1.280,0.080,-0.080,0.59,0.55,4255.00,0
Kepler-236 c,23.96812700,,,,2.000,0.170,-0.170,0.56,0.51,3750.00,0
Kepler-24 d,4.24438400,,,,1.670,0.390,-0.390,1.03,1.29,5897.00,0
Kepler-461 b,8.31378306,,,,2.580,0.070,-0.060,0.98,0.91,5634.00,0
Kepler-462 b,84.68798080,,,,3.770,0.620,-0.520,1.59,2.04,7070.00,0
Kepler-463 b,8.98101683,,,,3.050,0.430,-0.300,0.87,0.90,5661.00,0
Kepler-464 b,7.25696522,,,,3.300,0.160,-0.130,1.21,1.59,5933.00,0
Kepler-465 b,9.94067247,,,,2.950,0.250,-0.160,1.23,1.29,6310.00,0
Kepler-81 b,5.95500000,,,,2.420,0.380,-0.380,0.64,0.59,4500.00,1
Kepler-81 c,12.04000000,,,,2.370,0.370,-0.370,0.64,0.59,4500.00,1
Kepler-81 d,20.83784600,,,,1.210,0.270,-0.270,0.64,0.59,4500.00,0
Kepler-82 c,51.53800000,,,,5.350,2.440,-2.440,0.85,0.94,5428.00,1
Kepler-82 d,2.38296100,,,,1.770,0.270,-0.270,0.85,0.94,5428.00,1
Kepler-82 e,5.90220600,,,,2.470,0.370,-0.370,0.85,0.94,5428.00,1
Kepler-83 c,20.09000000,,,,2.360,0.350,-0.350,0.66,0.59,4648.00,1
Kepler-83 d,5.16979600,,,,1.940,0.130,-0.130,0.66,0.59,4648.00,0
Kepler-84 b,8.72600000,,,,2.230,0.100,-0.100,1.00,1.17,6031.00,1
Kepler-84 d,4.22453700,,,,1.380,0.270,-0.270,1.00,1.17,6031.00,0
Kepler-84 e,27.43438900,,,,2.600,0.490,-0.490,1.00,1.17,6031.00,0
Kepler-84 f,44.55216900,,,,2.200,0.430,-0.430,1.00,1.17,6031.00,0
Kepler-85 c,12.51300000,,,,2.180,0.100,-0.100,0.92,0.89,5436.00,1
Kepler-85 d,17.91323000,,,,1.200,0.190,-0.190,0.92,0.89,5436.00,0
Kepler-85 e,25.21675100,,,,1.270,0.200,-0.200,0.92,0.89,5436.00,0
PH2 b,282.52550000,,,,10.120,0.560,-0.560,0.94,1.00,5629.00,0
KOI-351 b,7.00815100,,,,1.310,0.170,-0.170,1.20,1.20,6080.00,0
KOI-351 c,8.71937500,,,,1.190,0.140,-0.140,1.20,1.20,6080.00,0
KOI-351 d,59.73667000,,,,2.870,0.300,-0.300,1.20,1.20,6080.00,0
KOI-351 e,91.93913000,,,,2.660,0.290,-0.290,1.20,1.20,6080.00,0
KOI-351 f,124.91440000,,,,2.880,0.520,-0.520,1.20,1.20,6080.00,0
Kepler-1406 b,11.62905828,,,,1.100,0.180,-0.130,1.05,1.12,5892.00,0
Kepler-1407 b,20.07115040,,,,2.250,0.530,-0.320,1.10,1.15,6010.00,0
Kepler-1408 b,2.99793191,,,,0.890,68.910,-0.150,1.21,1.35,6170.00,0
Kepler-1410 b,60.86616800,,,,1.780,0.120,-0.140,0.63,0.60,4092.00,0
Kepler-1411 b,86.11508880,,,,2.820,0.430,-0.240,0.95,0.92,5664.00,0
Kepler-1412 b,3.61460510,,,,0.830,0.150,-0.130,1.06,1.27,5880.00,0
Kepler-1413 b,13.18296420,,,,1.820,0.160,-0.150,0.84,0.80,5196.00,0
Kepler-1415 b,0.63642408,,,,1.290,0.120,-0.080,0.89,0.84,5267.00,0
Kepler-1416 b,1.49514952,,,,0.880,0.330,-0.140,1.09,1.15,6019.00,0
Kepler-1417 b,20.35052130,,,,1.000,0.200,-0.110,1.02,1.02,5839.00,0
Kepler-1419 b,42.52158950,,,,2.860,0.660,-0.290,1.01,1.01,5796.00,0
Kepler-1420 b,6.69960006,,,,1.280,0.140,-0.120,0.82,0.79,5187.00,0
Kepler-1421 b,6.91311120,,,,0.930,0.200,-0.110,1.25,1.42,6335.00,0
Kepler-1422 b,18.60519420,,,,2.020,0.410,-0.270,1.15,1.23,6194.00,0
Kepler-1424 b,29.60917440,,,,1.160,0.160,-0.120,1.02,1.07,5838.00,0
Kepler-1425 b,14.45413020,,,,0.940,0.190,-0.130,0.97,0.95,5718.00,0
Kepler-1426 b,14.25632270,,,,1.560,0.330,-0.170,1.02,1.02,5831.00,0
Kepler-1427 b,0.96897238,,,,1.100,0.240,-0.120,1.01,1.01,5793.00,0
Kepler-954 b,16.78176602,,,,2.320,0.050,-0.110,0.82,0.76,4990.00,0
Kepler-955 b,14.53244172,,,,3.130,0.270,-0.170,0.89,0.84,5350.00,0
Kepler-956 b,5.24867263,,,,3.000,0.780,-0.380,1.10,1.15,6040.00,0
Kepler-957 b,5.90741354,,,,5.500,0.290,-0.320,0.81,0.75,4963.00,0
Kepler-958 b,9.76788050,,,,2.060,0.100,-0.080,0.91,0.86,5421.00,0
Kepler-959 b,14.80074836,,,,4.380,1.210,-0.870,1.60,2.01,7005.00,0
Kepler-960 b,3.12686223,,,,2.290,0.070,-0.250,0.77,0.72,4755.00,0
Kepler-166 d,1.55400393,,,,1.730,0.150,-0.100,,0.74,5413.00,0
Kepler-571 b,4.79859939,,,,2.640,0.320,-0.170,0.93,0.90,5527.00,0
Kepler-572 b,17.20523483,,,,2.580,0.180,-0.170,0.83,0.79,5212.00,0
Kepler-574 b,7.65880414,,,,2.390,0.330,-0.160,0.95,0.91,5612.00,0
Kepler-575 b,9.37891944,,,,2.390,0.520,-0.210,0.97,0.95,5710.00,0
Kepler-576 b,29.91136794,,,,3.270,0.840,-0.390,0.99,0.97,5672.00,0
Kepler-578 b,1.61688370,,,,2.000,0.180,-0.220,0.87,0.83,5334.00,0
Kepler-579 b,9.66857723,,,,2.000,0.350,-0.180,0.99,0.96,5636.00,0
Kepler-80 f,0.98678730,,,,1.210,0.060,-0.050,0.73,0.68,4540.00,0
Kepler-580 b,8.22241966,,,,2.570,0.290,-0.130,0.67,0.64,4298.00,0
Kepler-581 b,40.60698210,,,,2.630,0.560,-0.290,1.00,1.00,5772.00,0
Kepler-507 b,3.56809693,,,,1.300,0.240,-0.170,1.16,1.32,6113.00,0
Kepler-508 b,25.30889748,,,,1.640,0.260,-0.190,1.16,1.25,6025.00,0
Kepler-509 b,41.74600392,,,,2.490,0.060,-0.060,1.10,1.20,6060.00,0
Kepler-510 b,19.55659418,,,,2.470,0.230,-0.120,0.91,1.41,5746.00,0
Kepler-132 e,110.28693740,,,,1.180,0.160,-0.120,,1.18,6003.00,0
Kepler-511 b,296.63786500,,,,6.350,1.400,-1.020,1.00,1.20,5770.00,0
Kepler-512 b,34.43587975,,,,2.690,0.490,-0.310,1.17,1.30,5997.00,0
Kepler-513 b,28.86235584,,,,2.200,0.310,-0.200,1.02,1.06,5849.00,0
Kepler-514 b,5.65179605,,,,1.720,0.280,-0.190,1.28,1.44,6106.00,0
Kepler-515 b,19.96371318,,,,1.460,0.060,-0.050,0.90,0.83,5293.00,0
Kepler-516 b,24.85462415,,,,5.740,1.430,-1.160,1.62,2.02,7099.00,0
Kepler-517 b,60.92832271,,,,2.670,0.320,-0.220,0.95,0.98,5690.00,0
Kepler-518 b,8.51203588,,,,2.110,0.050,-0.050,0.96,0.88,5842.00,0
Kepler-519 b,24.30789460,,,,2.100,0.060,-0.040,0.89,0.80,5260.00,0
Kepler-520 b,19.67416124,,,,1.660,0.280,-0.100,1.10,1.09,6112.00,0
Kepler-520 c,5.21104261,,,,1.070,0.070,-0.050,1.10,1.09,6112.00,0
Kepler-521 b,22.20813214,,,,3.180,0.310,-0.230,1.34,1.46,6406.00,0
KOI-351 g,210.60697000,,,,8.100,0.800,-0.800,1.20,1.20,6080.00,0
KOI-351 h,331.60059000,,,,11.300,1.000,-1.000,1.20,1.20,6080.00,0
Kepler-100 d,35.33310000,,,,1.610,0.050,-0.050,1.08,1.49,5825.00,0
Kepler-102 b,5.28696000,,,,0.470,0.020,-0.020,0.81,0.76,4909.00,0
Kepler-102 c,7.07142000,,,,0.580,0.020,-0.020,0.81,0.76,4909.00,0
Kepler-104 b,11.42754800,,,,3.100,0.530,-0.530,0.81,1.35,5711.00,0
Kepler-104 d,51.75539400,,,,3.580,0.610,-0.610,0.81,1.35,5711.00,0
Kepler-105 b,5.41220000,,,,4.810,1.530,-1.530,0.96,0.89,5827.00,0
Kepler-106 d,23.98020000,,,,0.950,0.130,-0.130,1.00,1.04,5858.00,0
Kepler-107 b,3.17999700,,,,1.560,0.060,-0.060,,1.41,5851.00,0
Kepler-107 c,4.90142500,,,,1.810,0.180,-0.180,,1.41,5851.00,0
Kepler-107 e,14.74904900,,,,3.450,0.250,-0.250,,1.41,5851.00,0
Kepler-108 b,49.18392100,,,,8.650,0.480,-0.480,0.87,2.19,5854.00,0
Kepler-108 c,190.32349400,,,,8.180,0.510,-0.510,0.87,2.19,5854.00,1
Kepler-961 b,16.87727414,,,,2.550,0.110,-0.080,0.96,0.90,5582.00,0
Kepler-962 b,12.05707239,,,,1.970,0.080,-0.080,0.93,0.86,5478.00,0
Kepler-964 b,13.52251060,,,,2.120,0.090,-0.070,0.93,0.84,5427.00,0
Kepler-965 b,134.25272980,,,,3.380,0.550,-0.390,1.05,1.15,5886.00,0
Kepler-966 b,99.74762200,,,,4.130,1.170,-0.580,1.02,1.02,5840.00,0
Kepler-967 b,13.22713379,,,,2.350,0.080,-0.100,0.84,0.80,5178.00,0
Kepler-968 b,3.69298373,,,,2.000,0.080,-0.080,0.76,0.70,4598.00,0
Kepler-968 c,5.70940492,,,,1.690,0.080,-0.070,0.76,0.70,4598.00,0
Kepler-969 b,34.17317140,,,,2.070,0.050,-0.050,0.92,0.82,5214.00,0
Kepler-970 b,16.73652231,,,,2.770,0.130,-0.430,0.70,0.67,4511.00,0
Kepler-971 b,9.59070716,,,,2.130,0.220,-0.240,0.88,0.85,5431.00,0
Kepler-972 b,7.03932553,,,,4.650,1.520,-1.100,1.15,1.22,6146.00,0
Kepler-973 b,49.60773310,,,,1.960,0.080,-0.070,0.86,0.78,5213.00,0
Kepler-975 b,1.97034246,,,,1.480,0.060,-0.090,0.80,0.75,4897.00,0
Kepler-976 b,105.95641480,,,,3.960,0.290,-0.200,0.87,0.83,5232.00,0
Kepler-977 b,26.85328322,,,,2.620,0.170,-0.170,0.87,0.83,5315.00,0
Kepler-978 b,49.62215090,,,,2.990,0.670,-0.570,1.07,1.09,6002.00,0
Kepler-980 b,11.55102504,,,,2.670,0.230,-0.450,1.05,1.06,5935.00,0
Kepler-981 b,4.46975774,,,,2.310,0.300,-0.180,0.98,0.96,5718.00,0
Kepler-982 b,15.77382210,,,,2.250,0.470,-0.270,1.16,1.29,6139.00,0
Kepler-984 b,43.03422720,,,,2.120,0.130,-0.110,0.96,0.93,5610.00,0
Kepler-985 b,116.33190100,,,,2.980,0.140,-0.150,0.91,0.85,5434.00,0
Kepler-986 b,56.43499380,,,,2.360,0.290,-0.190,0.96,0.98,5642.00,0
Kepler-987 b,105.30331480,,,,3.260,0.160,-0.120,0.97,0.91,5637.00,0
Kepler-989 b,7.96431535,,,,2.210,0.140,-0.130,0.82,0.78,5074.00,0
Kepler-990 b,9.91723428,,,,2.600,0.650,-0.420,1.05,1.08,5948.00,0
Kepler-990 c,0.53835431,,,,1.530,0.350,-0.190,1.05,1.08,5948.00,0
Kepler-1250 b,2.60754383,,,,1.920,0.450,-0.170,0.99,0.98,5717.00,0
Kepler-1252 b,15.05403290,,,,1.670,0.420,-0.230,1.06,1.09,5949.00,0
Kepler-1253 b,68.88619150,,,,1.330,0.180,-0.180,0.97,1.10,5850.00,0
Kepler-1254 b,9.99113313,,,,1.550,0.090,-0.120,0.78,0.75,4985.00,0
Kepler-1254 c,3.60084276,,,,1.300,0.070,-0.120,0.78,0.75,4985.00,0
Kepler-1255 b,36.29193360,,,,2.320,0.640,-0.290,1.08,1.12,6018.00,0
Kepler-1256 b,12.41277540,,,,1.490,0.440,-0.220,1.17,1.36,6129.00,0
Kepler-1257 b,2.66831376,,,,1.520,0.180,-0.120,0.90,0.87,5502.00,0
Kepler-1259 b,0.66308526,,,,1.430,0.070,-0.100,0.80,0.77,5053.00,0
Kepler-1260 b,19.11877530,,,,1.770,0.510,-0.280,1.06,1.08,5961.00,0
Kepler-1261 b,48.43089910,,,,2.260,0.140,-0.140,0.82,0.77,5006.00,0
Kepler-1262 b,8.67900242,,,,1.820,0.320,-0.170,0.99,0.98,5771.00,0
Kepler-1264 b,0.96852602,,,,1.180,0.220,-0.120,0.99,0.98,5791.00,0
Kepler-1265 b,6.49441289,,,,1.350,0.070,-0.130,0.71,0.69,4630.00,0
Kepler-1266 b,28.47474800,,,,2.580,0.130,-0.460,0.80,0.76,5044.00,0
Kepler-1267 b,13.03139450,,,,3.010,0.950,-0.450,1.15,1.20,6096.00,0
Kepler-436 c,16.79713874,,,,2.330,0.190,-0.140,0.73,0.70,4651.00,0
Kepler-1269 b,37.33315360,,,,1.630,0.460,-0.180,1.10,1.15,5998.00,0
Kepler-1270 b,6.03356196,,,,3.320,0.300,-0.650,1.28,3.38,5047.00,0
Kepler-1271 b,3.02559550,,,,1.480,0.230,-0.160,1.13,1.23,6143.00,0
Kepler-1273 b,28.62565300,,,,2.490,0.330,-0.190,0.94,0.91,5566.00,0
Kepler-1274 b,6.98152703,,,,1.420,0.100,-0.100,1.45,2.17,6179.00,0
Kepler-221 b,2.79590600,,,,1.710,0.170,-0.170,0.72,0.82,5243.00,0
Kepler-222 c,10.08881000,,,,4.640,2.070,-2.070,,0.87,5433.00,0
Kepler-224 d,11.34939300,,,,2.300,0.140,-0.140,0.74,0.68,5018.00,0
Kepler-109 c,21.22270000,,,,2.520,0.070,-0.070,1.04,1.32,5952.00,0
Kepler-110 b,12.69111200,,,,1.830,0.360,-0.360,,1.15,5960.00,0
Kepler-111 b,3.34181500,,,,1.580,0.200,-0.200,,1.16,5952.00,1
Kepler-111 c,224.78460800,,,,7.300,0.910,-0.910,,1.16,5952.00,1
Kepler-112 b,8.40887800,,,,2.360,0.570,-0.570,,0.84,5544.00,0
Kepler-113 c,8.92507000,,,,2.180,0.060,-0.060,0.75,0.69,4725.00,0
Kepler-114 b,5.18854900,,,,1.260,0.130,-0.130,0.56,0.67,4605.00,0
Kepler-991 b,82.53425190,,,,2.540,0.130,-0.120,0.64,0.61,4392.00,0
Kepler-993 b,22.08557563,,,,2.970,0.180,-0.120,0.57,0.54,3843.00,0
Kepler-994 b,1.15116651,,,,1.600,0.070,-0.270,0.56,0.54,3934.00,0
Kepler-995 b,28.26731672,,,,2.700,0.190,-0.170,0.83,0.80,5206.00,0
Kepler-996 b,3.77059058,,,,1.980,0.630,-0.250,1.09,1.14,6014.00,0
Kepler-998 b,5.65377733,,,,2.320,0.610,-0.300,1.12,1.18,6058.00,0
Kepler-999 b,5.99185702,,,,2.340,0.650,-0.490,1.29,1.65,6237.00,0
Kepler-1000 b,120.01812720,,,,4.760,0.340,-0.310,1.40,1.51,6453.00,0
Kepler-1001 b,14.30511983,,,,3.150,0.340,-0.480,0.90,0.88,5491.00,0
Kepler-1002 b,4.33642933,,,,1.710,0.060,-0.050,1.22,1.57,6144.00,0
Kepler-1003 b,3.55485691,,,,1.780,0.480,-0.220,1.11,1.17,6109.00,0
Kepler-1004 b,5.28789787,,,,6.280,0.780,-0.440,1.11,3.39,4972.00,0
Kepler-1005 b,6.49801525,,,,1.500,0.210,-0.150,1.00,1.06,5782.00,0
Kepler-1006 b,19.76172042,,,,1.540,0.270,-0.140,0.78,0.74,5328.00,0
Kepler-1007 b,5.18500207,,,,1.440,0.070,-0.070,0.73,0.70,4587.00,0
